Application mode,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Class
8.0,0.0,0.0,1.0,1.0,0.0,18.0,6.0,6.0,6.0,16.0,6.0,6.0,6.0,13.666666666666666,2
12.0,1.0,1.0,1.0,1.0,0.0,24.0,6.0,13.0,5.0,13.142857142857142,6.0,15.0,3.0,12.666666666666666,0
14.0,1.0,0.0,1.0,1.0,0.0,25.0,14.0,23.0,11.0,11.6875,10.0,20.0,8.0,11.142857142857142,2
12.0,1.0,0.0,1.0,1.0,0.0,28.0,5.0,11.0,4.0,10.5,5.0,12.0,4.0,11.0,1
1.0,0.0,0.0,1.0,1.0,1.0,19.0,6.0,9.0,6.0,13.833333333333334,6.0,12.0,5.0,13.666666666666666,2
8.0,0.0,0.0,1.0,1.0,0.0,19.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0
12.0,0.0,0.0,0.0,1.0,1.0,30.0,5.0,13.0,0.0,0.0,5.0,5.0,0.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,19.0,7.0,9.0,0.0,0.0,7.0,8.0,0.0,0.0,0
8.0,1.0,0.0,1.0,1.0,0.0,21.0,5.0,10.0,1.0,10.0,5.0,5.0,0.0,0.0,0
1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12.0,0.0,0.0,0.0,1.0,0.0,29.0,6.0,9.0,0.0,0.0,6.0,6.0,0.0,0.0,0
1.0,0.0,0.0,1.0,1.0,0.0,18.0,6.0,7.0,4.0,12.6,6.0,6.0,4.0,13.0,0
1.0,0.0,0.0,1.0,1.0,0.0,21.0,5.0,10.0,3.0,11.25,5.0,9.0,3.0,11.0,1
13.0,0.0,0.0,1.0,1.0,0.0,20.0,7.0,13.0,7.0,12.375,7.0,8.0,4.0,11.25,0
16.0,0.0,1.0,1.0,1.0,0.0,24.0,10.0,15.0,7.0,10.714285714285714,10.0,11.0,9.0,12.555555555555555,1
8.0,1.0,0.0,0.0,1.0,0.0,18.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0
13.0,1.0,0.0,1.0,1.0,0.0,23.0,6.0,14.0,5.0,12.0,6.0,12.0,5.0,12.142857142857142,1
1.0,1.0,0.0,1.0,1.0,0.0,19.0,5.0,6.0,5.0,12.6,5.0,8.0,3.0,12.666666666666666,2
4.0,0.0,0.0,1.0,1.0,0.0,35.0,6.0,7.0,0.0,0.0,6.0,6.0,0.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,20.0,8.0,8.0,7.0,12.84142857142857,8.0,8.0,7.0,12.84142857142857,2
12.0,0.0,0.0,1.0,1.0,0.0,33.0,6.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,18.0,6.0,7.0,6.0,14.166666666666666,6.0,6.0,6.0,12.833333333333334,2
1.0,1.0,0.0,1.0,1.0,0.0,20.0,6.0,7.0,6.0,12.166666666666666,6.0,9.0,3.0,12.0,1
8.0,1.0,0.0,1.0,1.0,0.0,19.0,6.0,12.0,4.0,10.8,6.0,14.0,3.0,11.0,0
8.0,1.0,0.0,1.0,1.0,0.0,18.0,6.0,6.0,6.0,13.0,6.0,12.0,0.0,0.0,0
12.0,0.0,0.0,0.0,1.0,0.0,28.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0
1.0,0.0,0.0,1.0,1.0,0.0,18.0,5.0,5.0,5.0,13.0,5.0,6.0,5.0,13.333333333333334,2
1.0,1.0,1.0,1.0,1.0,0.0,25.0,6.0,8.0,6.0,11.571428571428571,6.0,9.0,6.0,11.571428571428571,0
1.0,0.0,1.0,0.0,1.0,0.0,19.0,6.0,6.0,4.0,11.5,6.0,6.0,5.0,11.0,0
9.0,0.0,0.0,1.0,1.0,0.0,18.0,6.0,8.0,5.0,11.0,6.0,6.0,4.0,10.75,2
4.0,1.0,0.0,1.0,1.0,0.0,29.0,6.0,10.0,6.0,17.11111111111111,6.0,9.0,6.0,15.571428571428571,2
1.0,1.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,1.0,1.0,1.0,20.0,6.0,9.0,6.0,12.571428571428571,6.0,6.0,6.0,12.166666666666666,2
15.0,0.0,0.0,1.0,1.0,0.0,20.0,6.0,6.0,0.0,0.0,6.0,8.0,0.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,18.0,6.0,7.0,6.0,14.5,6.0,6.0,6.0,15.166666666666666,2
1.0,1.0,0.0,1.0,1.0,1.0,21.0,6.0,6.0,6.0,13.5,6.0,6.0,6.0,12.333333333333334,2
8.0,0.0,0.0,0.0,1.0,0.0,18.0,6.0,9.0,5.0,11.2,6.0,14.0,2.0,10.0,0
1.0,1.0,0.0,1.0,1.0,0.0,20.0,5.0,10.0,3.0,10.666666666666666,5.0,5.0,4.0,12.25,2
14.0,0.0,0.0,1.0,0.0,0.0,23.0,13.0,15.0,9.0,11.0,11.0,12.0,7.0,11.571428571428571,1
12.0,0.0,0.0,1.0,0.0,0.0,26.0,1.0,2.0,0.0,0.0,5.0,8.0,0.0,0.0,0
8.0,0.0,1.0,1.0,0.0,0.0,19.0,5.0,5.0,1.0,10.0,5.0,5.0,0.0,0.0,0
12.0,1.0,1.0,0.0,0.0,1.0,24.0,7.0,14.0,5.0,12.36,8.0,15.0,5.0,12.0,0
1.0,1.0,0.0,1.0,0.0,1.0,20.0,6.0,8.0,6.0,15.25,6.0,7.0,6.0,14.714285714285714,2
8.0,1.0,1.0,0.0,0.0,0.0,26.0,5.0,5.0,0.0,0.0,5.0,6.0,0.0,0.0,0
12.0,0.0,0.0,1.0,0.0,0.0,31.0,5.0,8.0,1.0,13.0,5.0,9.0,4.0,12.25,0
14.0,1.0,0.0,1.0,0.0,0.0,27.0,8.0,8.0,8.0,13.81375,8.0,8.0,8.0,13.81375,2
1.0,0.0,1.0,1.0,0.0,0.0,24.0,6.0,8.0,6.0,13.285714285714286,6.0,13.0,6.0,12.875,2
15.0,1.0,0.0,1.0,0.0,0.0,23.0,6.0,11.0,4.0,11.5,6.0,12.0,4.0,12.2,1
1.0,1.0,0.0,1.0,0.0,1.0,20.0,7.0,8.0,7.0,11.9625,8.0,9.0,8.0,13.044444444444444,2
1.0,1.0,0.0,1.0,0.0,0.0,20.0,7.0,9.0,6.0,13.683333333333332,8.0,11.0,6.0,13.116666666666667,2
12.0,1.0,0.0,1.0,0.0,0.0,24.0,8.0,8.0,7.0,14.985714285714286,8.0,8.0,7.0,14.985714285714286,2
12.0,0.0,0.0,1.0,0.0,0.0,39.0,5.0,8.0,4.0,11.25,5.0,8.0,4.0,11.5,1
1.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,8.0,4.0,12.5,6.0,6.0,5.0,12.6,2
8.0,0.0,0.0,1.0,0.0,0.0,20.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
1.0,1.0,0.0,1.0,0.0,0.0,18.0,7.0,10.0,7.0,13.78,8.0,10.0,8.0,13.661,2
1.0,1.0,0.0,1.0,0.0,0.0,19.0,7.0,10.0,7.0,13.805,8.0,8.0,8.0,14.2725,2
8.0,1.0,0.0,1.0,0.0,0.0,18.0,5.0,7.0,5.0,13.8,5.0,5.0,5.0,12.6,2
1.0,1.0,0.0,1.0,0.0,0.0,22.0,5.0,7.0,3.0,12.666666666666666,5.0,6.0,4.0,12.0,1
8.0,1.0,0.0,1.0,0.0,0.0,18.0,7.0,7.0,7.0,14.424285714285714,8.0,8.0,8.0,13.9375,2
1.0,0.0,0.0,1.0,0.0,1.0,18.0,6.0,7.0,6.0,13.166666666666666,6.0,6.0,6.0,12.5,2
12.0,0.0,0.0,1.0,0.0,0.0,30.0,5.0,10.0,3.0,10.666666666666666,5.0,8.0,5.0,10.4,1
14.0,0.0,0.0,1.0,0.0,0.0,34.0,16.0,20.0,14.0,12.071428571428571,13.0,13.0,11.0,12.272727272727272,2
12.0,0.0,0.0,1.0,0.0,0.0,38.0,6.0,10.0,3.0,10.25,6.0,7.0,1.0,12.0,0
1.0,1.0,0.0,1.0,0.0,1.0,19.0,8.0,8.0,8.0,14.11,8.0,8.0,8.0,14.11,2
8.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,9.0,5.0,12.4,6.0,10.0,3.0,10.666666666666666,0
14.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,7.0,6.0,12.0,6.0,6.0,6.0,12.0,0
8.0,1.0,0.0,1.0,0.0,1.0,18.0,6.0,6.0,6.0,14.833333333333334,6.0,6.0,6.0,13.5,2
8.0,1.0,0.0,1.0,0.0,1.0,20.0,6.0,7.0,6.0,15.428571428571429,6.0,7.0,6.0,13.5,2
8.0,0.0,0.0,1.0,0.0,1.0,18.0,5.0,7.0,5.0,11.6,5.0,11.0,5.0,11.4,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,6.0,6.0,14.166666666666666,6.0,6.0,6.0,14.0,2
4.0,1.0,0.0,1.0,0.0,1.0,36.0,7.0,9.0,1.0,9.8,7.0,7.0,0.0,0.0,0
8.0,1.0,0.0,1.0,0.0,1.0,18.0,5.0,12.0,4.0,10.714285714285714,5.0,9.0,4.0,11.0,2
14.0,1.0,0.0,1.0,0.0,1.0,21.0,5.0,7.0,0.0,0.0,5.0,5.0,0.0,0.0,0
15.0,1.0,1.0,1.0,0.0,1.0,21.0,6.0,13.0,3.0,12.333333333333334,6.0,12.0,1.0,13.0,0
6.0,0.0,0.0,1.0,0.0,0.0,18.0,6.0,13.0,6.0,13.0,6.0,15.0,6.0,12.25,2
8.0,1.0,0.0,1.0,0.0,0.0,18.0,5.0,7.0,4.0,11.4,5.0,5.0,4.0,11.25,2
1.0,1.0,0.0,1.0,0.0,0.0,19.0,7.0,7.0,6.0,12.766666666666666,7.0,7.0,6.0,12.766666666666666,2
12.0,0.0,1.0,1.0,0.0,0.0,29.0,6.0,11.0,5.0,12.6,6.0,6.0,6.0,12.666666666666666,2
15.0,0.0,0.0,1.0,0.0,1.0,20.0,7.0,8.0,7.0,13.0,5.0,5.0,5.0,13.4,2
8.0,1.0,0.0,1.0,0.0,0.0,18.0,7.0,7.0,6.0,14.316666666666668,7.0,7.0,6.0,14.316666666666668,2
1.0,1.0,0.0,1.0,0.0,0.0,19.0,5.0,7.0,4.0,12.75,5.0,5.0,5.0,12.0,2
1.0,1.0,0.0,1.0,0.0,1.0,19.0,5.0,5.0,5.0,13.4,5.0,5.0,5.0,12.6,2
12.0,0.0,1.0,0.0,0.0,0.0,37.0,6.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0
1.0,1.0,0.0,1.0,0.0,1.0,18.0,5.0,6.0,4.0,15.75,5.0,5.0,5.0,13.8,2
1.0,1.0,0.0,1.0,0.0,0.0,21.0,6.0,9.0,5.0,12.4,6.0,11.0,1.0,11.0,0
8.0,0.0,0.0,1.0,0.0,1.0,19.0,6.0,8.0,6.0,11.5,6.0,7.0,6.0,12.333333333333334,2
8.0,0.0,0.0,1.0,0.0,0.0,19.0,5.0,5.0,5.0,13.4,5.0,5.0,5.0,14.0,2
12.0,0.0,0.0,1.0,0.0,1.0,35.0,5.0,9.0,3.0,11.666666666666666,5.0,7.0,5.0,11.8,1
12.0,0.0,0.0,1.0,0.0,0.0,30.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0
14.0,1.0,0.0,1.0,0.0,0.0,27.0,8.0,11.0,7.0,13.285714285714286,7.0,13.0,5.0,11.6,0
1.0,0.0,0.0,1.0,0.0,1.0,45.0,6.0,10.0,4.0,11.5,6.0,16.0,2.0,10.5,0
12.0,0.0,0.0,1.0,0.0,1.0,50.0,9.0,11.0,8.0,13.25,7.0,8.0,7.0,11.714285714285714,2
13.0,0.0,0.0,1.0,0.0,0.0,41.0,14.0,24.0,11.0,12.25,10.0,12.0,10.0,13.4,2
14.0,1.0,0.0,1.0,0.0,0.0,26.0,7.0,8.0,6.0,12.0,7.0,8.0,6.0,12.0,1
12.0,0.0,0.0,1.0,0.0,0.0,44.0,6.0,10.0,1.0,12.0,6.0,6.0,0.0,0.0,0
4.0,0.0,0.0,1.0,0.0,0.0,23.0,15.0,15.0,13.0,10.923076923076923,10.0,10.0,7.0,11.142857142857142,2
16.0,0.0,0.0,1.0,0.0,0.0,34.0,12.0,12.0,10.0,12.0,10.0,11.0,5.0,11.0,0
1.0,1.0,0.0,1.0,0.0,1.0,21.0,5.0,10.0,5.0,13.714285714285714,5.0,7.0,5.0,14.4,2
14.0,1.0,0.0,1.0,0.0,0.0,22.0,5.0,8.0,1.0,10.0,5.0,8.0,2.0,13.0,0
12.0,0.0,0.0,1.0,0.0,1.0,32.0,6.0,18.0,2.0,10.333333333333334,6.0,7.0,6.0,11.5,2
8.0,1.0,0.0,1.0,0.0,0.0,20.0,7.0,8.0,7.0,12.728571428571428,8.0,8.0,8.0,14.625,2
4.0,0.0,0.0,0.0,0.0,0.0,59.0,15.0,22.0,12.0,13.333333333333334,8.0,8.0,8.0,12.875,0
17.0,0.0,0.0,1.0,0.0,0.0,30.0,11.0,20.0,9.0,12.22222222222222,9.0,16.0,9.0,11.6,1
1.0,1.0,0.0,1.0,0.0,1.0,18.0,6.0,7.0,6.0,11.333333333333334,6.0,9.0,6.0,10.833333333333334,2
12.0,0.0,1.0,1.0,1.0,0.0,25.0,5.0,8.0,4.0,11.0,5.0,7.0,4.0,12.0,1
14.0,0.0,0.0,1.0,1.0,0.0,36.0,5.0,5.0,5.0,13.8,5.0,6.0,5.0,13.8,2
4.0,0.0,0.0,1.0,1.0,0.0,36.0,7.0,16.0,1.0,12.0,7.0,13.0,0.0,0.0,0
8.0,0.0,0.0,0.0,1.0,0.0,19.0,6.0,9.0,4.0,11.25,6.0,11.0,3.0,10.166666666666666,0
12.0,0.0,0.0,1.0,1.0,0.0,25.0,5.0,6.0,4.0,10.5,5.0,6.0,5.0,12.0,2
12.0,0.0,0.0,1.0,1.0,0.0,35.0,18.0,20.0,18.0,11.555555555555555,13.0,13.0,13.0,11.615384615384617,2
1.0,0.0,0.0,1.0,1.0,0.0,20.0,6.0,13.0,1.0,14.0,6.0,7.0,0.0,0.0,0
12.0,1.0,0.0,0.0,1.0,0.0,35.0,6.0,17.0,1.0,13.0,6.0,8.0,0.0,0.0,0
1.0,1.0,0.0,1.0,0.0,0.0,27.0,6.0,13.0,2.0,11.0,6.0,14.0,1.0,11.0,0
8.0,1.0,0.0,1.0,0.0,0.0,18.0,8.0,8.0,7.0,13.68142857142857,8.0,8.0,7.0,13.68142857142857,1
14.0,0.0,0.0,1.0,0.0,0.0,23.0,7.0,11.0,6.0,12.1,7.0,7.0,6.0,12.616666666666667,1
8.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,8.0,4.0,10.5,6.0,8.0,4.0,11.25,2
8.0,1.0,0.0,1.0,0.0,1.0,18.0,7.0,10.0,5.0,11.94,7.0,8.0,6.0,12.8,1
12.0,0.0,1.0,0.0,0.0,0.0,26.0,7.0,11.0,4.0,12.86,7.0,10.0,5.0,11.566666666666668,0
8.0,0.0,0.0,1.0,0.0,0.0,19.0,6.0,10.0,6.0,14.25,6.0,7.0,6.0,14.0,2
1.0,1.0,0.0,0.0,0.0,0.0,19.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0
1.0,1.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8.0,1.0,0.0,1.0,0.0,1.0,19.0,7.0,7.0,7.0,13.894285714285711,8.0,8.0,8.0,14.3625,2
8.0,1.0,0.0,1.0,0.0,1.0,19.0,7.0,8.0,7.0,13.46875,8.0,8.0,8.0,13.31375,2
1.0,1.0,0.0,1.0,0.0,1.0,19.0,5.0,5.0,5.0,13.6,5.0,5.0,5.0,14.6,2
15.0,0.0,0.0,1.0,0.0,1.0,21.0,6.0,6.0,6.0,14.666666666666666,6.0,6.0,6.0,13.833333333333334,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,6.0,6.0,13.666666666666666,6.0,7.0,6.0,13.0,2
14.0,1.0,0.0,1.0,0.0,0.0,33.0,12.0,22.0,10.0,13.3,11.0,11.0,11.0,13.727272727272728,2
4.0,0.0,0.0,1.0,0.0,0.0,32.0,11.0,13.0,11.0,13.454545454545457,11.0,13.0,7.0,12.428571428571429,2
1.0,1.0,0.0,1.0,0.0,1.0,17.0,8.0,8.0,8.0,13.41625,8.0,8.0,8.0,13.41625,2
12.0,0.0,0.0,1.0,0.0,0.0,31.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0
12.0,0.0,0.0,1.0,0.0,1.0,32.0,6.0,6.0,6.0,11.333333333333334,6.0,8.0,5.0,13.0,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,8.0,6.0,16.0,6.0,10.0,6.0,14.625,0
16.0,0.0,1.0,1.0,0.0,0.0,31.0,6.0,8.0,5.0,11.0,6.0,12.0,6.0,10.166666666666666,1
1.0,0.0,0.0,1.0,1.0,0.0,20.0,6.0,8.0,6.0,12.857142857142858,6.0,9.0,5.0,12.4,1
14.0,0.0,0.0,0.0,1.0,0.0,40.0,5.0,5.0,0.0,0.0,5.0,6.0,0.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,32.0,5.0,5.0,5.0,14.8,5.0,5.0,5.0,14.2,2
4.0,0.0,0.0,0.0,1.0,0.0,40.0,5.0,7.0,1.0,13.0,5.0,5.0,2.0,14.0,0
1.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
14.0,0.0,1.0,0.0,1.0,0.0,28.0,9.0,14.0,4.0,10.0,6.0,6.0,1.0,10.0,0
7.0,1.0,1.0,1.0,1.0,0.0,19.0,6.0,11.0,5.0,11.2,6.0,7.0,6.0,12.0,2
1.0,0.0,0.0,1.0,1.0,1.0,19.0,6.0,8.0,6.0,11.833333333333334,6.0,11.0,3.0,13.0,2
1.0,0.0,0.0,1.0,1.0,0.0,21.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0
8.0,1.0,0.0,1.0,1.0,0.0,22.0,5.0,8.0,2.0,10.5,5.0,10.0,0.0,0.0,0
8.0,1.0,0.0,0.0,1.0,0.0,18.0,5.0,8.0,5.0,12.5,5.0,7.0,5.0,13.571428571428571,0
12.0,1.0,0.0,1.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.0,1.0,1.0,0.0,19.0,10.0,10.0,5.0,11.0,7.0,8.0,2.0,10.0,1
14.0,1.0,0.0,1.0,1.0,0.0,30.0,10.0,14.0,9.0,12.333333333333334,10.0,12.0,8.0,12.0,2
12.0,0.0,0.0,1.0,1.0,0.0,28.0,6.0,9.0,0.0,0.0,6.0,8.0,1.0,10.0,0
12.0,0.0,1.0,1.0,1.0,1.0,34.0,5.0,14.0,1.0,17.0,5.0,10.0,2.0,11.0,1
8.0,0.0,0.0,1.0,1.0,0.0,21.0,5.0,5.0,5.0,11.0,5.0,11.0,3.0,11.428571428571429,1
1.0,0.0,0.0,1.0,1.0,1.0,20.0,6.0,11.0,5.0,11.142857142857142,6.0,9.0,6.0,11.571428571428571,2
14.0,0.0,0.0,0.0,1.0,0.0,31.0,8.0,19.0,5.0,12.166666666666666,7.0,12.0,5.0,12.0,0
8.0,0.0,1.0,0.0,1.0,0.0,21.0,5.0,9.0,2.0,11.0,5.0,8.0,2.0,11.5,0
12.0,1.0,0.0,0.0,1.0,0.0,27.0,5.0,8.0,1.0,11.0,5.0,6.0,3.0,10.666666666666666,0
1.0,1.0,0.0,1.0,1.0,0.0,19.0,6.0,10.0,4.0,13.25,6.0,13.0,5.0,11.8,2
8.0,1.0,0.0,1.0,1.0,0.0,21.0,6.0,7.0,0.0,0.0,6.0,11.0,1.0,10.0,1
15.0,1.0,0.0,0.0,1.0,0.0,21.0,6.0,17.0,2.0,12.5,6.0,10.0,0.0,0.0,0
14.0,0.0,0.0,0.0,1.0,0.0,35.0,10.0,10.0,7.0,12.142857142857142,9.0,9.0,4.0,12.25,0
12.0,0.0,0.0,1.0,1.0,0.0,28.0,5.0,8.0,3.0,12.0,5.0,10.0,3.0,11.333333333333334,0
8.0,0.0,0.0,1.0,1.0,0.0,24.0,6.0,6.0,4.0,11.25,6.0,9.0,4.0,10.428571428571429,1
1.0,1.0,0.0,0.0,1.0,0.0,19.0,4.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0
8.0,0.0,1.0,0.0,1.0,0.0,20.0,6.0,7.0,5.0,12.4,6.0,8.0,4.0,13.0,1
1.0,1.0,0.0,1.0,1.0,1.0,20.0,6.0,6.0,6.0,12.833333333333334,6.0,8.0,6.0,12.666666666666666,2
1.0,0.0,0.0,1.0,1.0,0.0,19.0,5.0,7.0,1.0,13.0,5.0,7.0,2.0,10.0,1
12.0,0.0,1.0,0.0,1.0,0.0,37.0,7.0,7.0,5.0,12.0,7.0,7.0,3.0,11.666666666666666,0
1.0,1.0,0.0,1.0,1.0,0.0,19.0,6.0,13.0,2.0,12.0,6.0,12.0,1.0,13.0,0
12.0,0.0,0.0,1.0,1.0,0.0,36.0,7.0,18.0,0.0,0.0,7.0,7.0,0.0,0.0,0
12.0,0.0,0.0,1.0,1.0,0.0,29.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0
12.0,0.0,0.0,1.0,1.0,0.0,30.0,6.0,10.0,6.0,11.375,6.0,10.0,5.0,11.6,2
16.0,0.0,1.0,1.0,1.0,0.0,32.0,6.0,15.0,2.0,12.0,6.0,7.0,0.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,26.0,6.0,6.0,6.0,11.833333333333334,6.0,6.0,6.0,11.666666666666666,1
15.0,0.0,0.0,1.0,1.0,0.0,37.0,6.0,17.0,1.0,12.0,6.0,23.0,2.0,10.5,0
12.0,0.0,0.0,1.0,1.0,0.0,27.0,6.0,7.0,3.0,12.0,6.0,7.0,2.0,11.0,0
1.0,1.0,0.0,1.0,1.0,1.0,18.0,6.0,7.0,6.0,12.714285714285714,6.0,8.0,5.0,11.833333333333334,2
1.0,0.0,0.0,1.0,1.0,1.0,18.0,8.0,8.0,8.0,15.3,8.0,8.0,8.0,15.3,2
12.0,0.0,0.0,0.0,1.0,0.0,32.0,8.0,12.0,2.0,11.5,7.0,9.0,0.0,0.0,0
15.0,0.0,0.0,1.0,1.0,0.0,20.0,5.0,12.0,1.0,13.0,5.0,8.0,3.0,12.6,1
14.0,0.0,0.0,1.0,1.0,0.0,22.0,6.0,12.0,0.0,0.0,6.0,10.0,0.0,0.0,0
12.0,0.0,0.0,1.0,0.0,0.0,32.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0
1.0,1.0,0.0,1.0,0.0,0.0,21.0,5.0,8.0,4.0,11.0,5.0,8.0,5.0,12.0,1
8.0,0.0,0.0,0.0,0.0,0.0,19.0,6.0,7.0,3.0,12.666666666666666,6.0,10.0,5.0,13.125,0
1.0,1.0,0.0,1.0,0.0,1.0,18.0,6.0,6.0,6.0,13.5,6.0,6.0,6.0,14.0,2
1.0,1.0,0.0,1.0,0.0,1.0,18.0,5.0,7.0,5.0,12.0,5.0,10.0,5.0,11.4,2
4.0,1.0,1.0,0.0,0.0,0.0,38.0,5.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0
8.0,1.0,0.0,1.0,0.0,0.0,21.0,6.0,8.0,5.0,11.8,6.0,8.0,4.0,10.5,0
1.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,12.0,2.0,11.5,6.0,13.0,1.0,13.0,0
1.0,0.0,0.0,1.0,1.0,0.0,26.0,5.0,11.0,2.0,11.5,5.0,10.0,3.0,12.0,1
1.0,1.0,0.0,1.0,0.0,0.0,19.0,7.0,7.0,6.0,14.616666666666667,7.0,7.0,6.0,14.616666666666667,2
1.0,1.0,0.0,1.0,0.0,1.0,19.0,8.0,8.0,7.0,14.06,8.0,8.0,7.0,14.06,1
8.0,0.0,1.0,1.0,0.0,0.0,18.0,6.0,9.0,4.0,11.0,6.0,12.0,3.0,11.333333333333334,0
4.0,0.0,0.0,1.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0
1.0,1.0,0.0,1.0,0.0,0.0,19.0,14.0,22.0,7.0,12.192307692307692,14.0,22.0,7.0,12.192307692307692,2
8.0,1.0,0.0,1.0,0.0,1.0,18.0,6.0,6.0,6.0,12.833333333333334,6.0,7.0,6.0,12.333333333333334,2
8.0,0.0,0.0,1.0,0.0,1.0,19.0,5.0,8.0,5.0,12.875,5.0,6.0,5.0,11.833333333333334,2
1.0,1.0,0.0,1.0,0.0,1.0,22.0,6.0,6.0,6.0,12.166666666666666,6.0,6.0,6.0,12.5,2
15.0,1.0,0.0,1.0,0.0,0.0,21.0,6.0,11.0,6.0,13.428571428571429,6.0,12.0,6.0,12.857142857142858,2
8.0,1.0,0.0,1.0,0.0,1.0,21.0,6.0,6.0,6.0,14.5,6.0,8.0,6.0,14.666666666666666,2
1.0,0.0,0.0,1.0,0.0,1.0,20.0,7.0,7.0,7.0,12.142857142857142,7.0,7.0,7.0,12.857142857142858,2
1.0,0.0,0.0,1.0,0.0,0.0,19.0,5.0,6.0,4.0,11.25,5.0,10.0,3.0,11.714285714285714,1
1.0,1.0,0.0,1.0,0.0,0.0,18.0,7.0,7.0,6.0,13.9,7.0,7.0,6.0,13.9,2
12.0,0.0,0.0,1.0,0.0,0.0,26.0,7.0,12.0,3.0,13.766666666666666,7.0,11.0,3.0,12.066666666666668,0
10.0,1.0,0.0,1.0,0.0,0.0,31.0,15.0,17.0,13.0,11.615384615384617,14.0,14.0,11.0,12.545454545454543,0
8.0,1.0,0.0,1.0,0.0,1.0,18.0,6.0,6.0,6.0,15.166666666666666,6.0,7.0,6.0,14.142857142857142,2
4.0,0.0,0.0,1.0,0.0,0.0,35.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0
1.0,1.0,0.0,1.0,0.0,0.0,19.0,5.0,10.0,2.0,14.5,5.0,9.0,3.0,11.333333333333334,1
1.0,0.0,0.0,1.0,0.0,1.0,19.0,6.0,9.0,5.0,10.8,6.0,8.0,6.0,10.714285714285714,2
1.0,0.0,0.0,1.0,0.0,0.0,18.0,7.0,7.0,7.0,13.995714285714287,8.0,9.0,8.0,14.955555555555556,2
8.0,0.0,0.0,1.0,0.0,0.0,20.0,6.0,8.0,6.0,13.285714285714286,6.0,16.0,6.0,11.8,2
1.0,1.0,0.0,1.0,0.0,1.0,19.0,12.0,12.0,12.0,12.75,11.0,16.0,11.0,13.25,2
14.0,0.0,0.0,1.0,0.0,1.0,21.0,6.0,15.0,2.0,10.5,6.0,8.0,5.0,12.4,1
8.0,0.0,1.0,1.0,0.0,1.0,18.0,7.0,7.0,7.0,12.714285714285714,7.0,7.0,7.0,12.285714285714286,2
13.0,0.0,0.0,1.0,0.0,0.0,23.0,8.0,8.0,8.0,12.88625,8.0,8.0,8.0,12.88625,2
1.0,0.0,0.0,1.0,0.0,1.0,21.0,6.0,7.0,5.0,13.0,6.0,6.0,6.0,12.666666666666666,2
1.0,0.0,0.0,1.0,0.0,1.0,19.0,5.0,7.0,5.0,12.2,5.0,6.0,5.0,11.2,2
